MEDCOD,MEFCOD,MEDNOM,MEDPRES,MEDCNC,MEDTIP,MEDPET,MEDFF,MEDEST,MEDESTVTA,MEDFACTPER,MEDTRANAC,MEDTRALOC,MEDCOMP,MEDPS,MEDCS,MEDHI,MEDACT,MEDINDVCTO,PRDPREADQ,PRDPREDIST,PRDPREOPE,PRDINDACT,PRDSTKMIN,PRDSTKMAX,PRDPTOREP,PRDSIT,PRDADI,PRDFECHULT,MEDREGSAN,PREADQ_DO,PREDIS_DO,PREOPE_DO,PRDTIPOMED,MEDNOMABR,MEDNARCOT,MNARCOT,TIPONC,TCATALOGO,CODIGO_SIG,ESTADO,FECULTPREC,FECHAVRS,PRDSTKPROM,_NullFlags
18789,,LENTE INTRAOCULAR DIOPTRIA 24.0 CAMARA POSTERIOR NO PLEGABLE 3 PIEZAS,,,I,_,UNIDAD,E,1,,,,,_,_,_,1,,42.8,42.8,42.8,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,496700040456,C,2019-08-16,,0,b'\x00'
18790,,LENTE INTRAOCULAR DIOPTRIA 24.5 CAMARA POSTERIOR NO PLEGABLE 3 PIEZAS,,,I,_,UNIDAD,E,,,,,,_,_,_,1,,49.5,55.6875,61.87,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,496700040457,C,2022-12-01,,0,b'\x00'
18791,,LENTE INTRAOCULAR DIOPTRIA 25.0 CAMARA POSTERIOR NO PLEGABLE 3 PIEZAS,,,I,_,UNIDAD,E,,,,,,_,_,_,1,,49.5,55.6875,61.87,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,496700040458,C,2022-12-01,,0,b'\x00'
18820,,LENTE INTRAOCULAR CAMARA POSTERIOR PLEGABLE CON FILTRO AZUL 15.50 DIOPTRIAS 1 PIEZA,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,65.0,73.125,81.25,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,496700040169,C,2019-08-16,,0,b'\x00'
18852,,PIRIDOXINA CLORHIDRATO,,20 mg,M,_,TABLET,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,585200180012,C,2019-08-16,,0,b'\x00'
18862,,PIPETA DE PLASTICO DESCARTABLE 3 mL,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,511000060565,C,2019-08-16,,0,b'\x00'
18864,,AGAR SELECTIVO PARA ESTAFILOCO (BAIRD PARKER),500 g,,I,_,SOLUCI,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,358600100106,C,2019-08-16,,0,b'\x00'
18874,,CLOPIDOGREL (COMO BISULFATO),,75 mg,M,P,TABLET,_,1,,,,,_,_,_,1,,0.32,0.36,0.4,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,582800360001,C,2020-06-01,,0,b'\x00'
18879,,HIPROMELOSA(SOLUCION OFTALMICA),15 mL,3 mg/mL,M,_,SOLUCI,E,1,,,,,_,_,_,1,,2.16,2.43,2.7,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,1,584400170023,C,2022-11-01,,0,b'\x00'
18886,,SUTURA CATGUT CROMICO 2/0 C/A 1/2 CIRCULO REDONDA 30 mm X 70 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,2.5,2.8125,3.13,,0,0,0,1,N,2022-06-14 15:07:33.999000,DM0132N,0.0,0.0,0.0,X,,,,,1,495700570210,C,2019-12-01,,0,b'\x00'
18895,,GENTAMICINA (SOLUCION OFTALMICA),5 mL,3 mg/mL,M,_,SOLUCI,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,584400590006,C,2019-08-16,,0,b'\x00'
18914,,PAPEL PARA LENTE DE MICROSCOPIO 12 cm X 12 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,512000210203,C,2019-08-16,,0,b'\x00'
18931,,BOTA DESCARTABLE CUBRE CALZADO PARA CIRUJANO (PAR),,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.455,0.511875,0.57,,0,0,0,1,N,2022-06-14 15:07:33.999000,SIN_REG_SAN,0.455,0.511875,0.57,X,,,,,1,495500010135,C,2020-04-07,,0,b'\x00'
18933,,CAMPO QUIRURGICO ANTIMICROBIANO 60 cm X 45 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700970012,C,2019-08-16,,0,b'\x00'
18934,,CANULA PARA TRAQUEOSTOMIA N§ 8 FENESTRADA,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700930032,C,2019-08-16,,0,b'\x00'
18940,,COMPRESA DE GASA QUIRURGICA 48 cm X 48 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,N-01519-IMM,0.0,0.0,0.0,X,,,,,,495700741558,C,2019-08-16,,0,b'\x00'
18942,,FILTRO PARA HEMODIALISIS DE POLISULFONA F8 1.8 M2,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,493700190145,C,2019-08-16,,0,b'\x00'
18952,,INSPIROMETRO INCENTIVO PARA TERAPIA RESPIRATORIA,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,E-24677,0.0,0.0,0.0,X,,,,,,495700741743,C,2019-08-16,,0,b'\x00'
18955,,MANTA TERMICA PEDIATRICO 0.91 m X 0.84 m,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495500020342,C,2019-08-16,,0,b'\x00'
18958,,OLIGOELEMENTOS,10 mL,,M,_,INYECT,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,585701660001,C,2019-08-16,,0,b'\x00'
18960,,PINZA ENDOCLINCH 5 mm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,E-26713,0.0,0.0,0.0,X,,,,,,495100090568,C,2019-08-16,,0,b'\x00'
18961,,PINZA GRASPER PARA ENDOSCOPIA 5 mm X 31 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,E-20685,0.0,0.0,0.0,X,,,,,,495100090418,C,2019-08-16,,0,b'\x00'
18965,,SET DE MONITOREO DE PRESION ARTERIAL CON DOMO,,,I,_,SET,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700741666,C,2019-08-16,,0,b'\x00'
18970,,SUTURA NYLON AZUL MONOFILAMENTO 1 C/A 1/2 CIRCULO REDONDA 35 mm X 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701360311,C,2019-08-16,,0,b'\x00'
18971,,SUTURA NYLON AZUL MONOFILAMENTO 3/0 C/A 3/8 CIRCULO CORTANTE 30 mm X 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,DM0246N,0.0,0.0,0.0,X,,,,,,495701360319,C,2019-08-16,,0,b'\x00'
18972,,SUTURA NYLON AZUL MONOFILAMENTO 3/0 C/A 3/8 CIRCULO CORTANTE 15 mm X 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701360296,C,2019-08-16,,0,b'\x00'
18976,,TORNILLO DE EMERGENCIA 2.3 mm X 7 mm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,496900300226,C,2019-08-16,,0,b'\x00'
18993,,GASA ESTERIL 7.5 cm X 7.5 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700270320,C,2019-08-16,,0,b'\x00'
19029,,"AGUJA CARPULE DENTAL DESCARTABLE N§ 30 G X 13/16""",,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,1,492900010029,C,2019-08-16,,0,b'\x00'
19030,,MASCARA DE OXIGENO TIPO VENTURI PEDIATRICA,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,5.944,6.687,7.43,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700400030,C,2019-09-01,,0,b'\x00'
19031,,SUTURA ACIDO POLIGLICOLICO 0 C/A 1/2 CIRCULO REDONDA 40 mm X 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350425,C,2019-08-16,,0,b'\x00'
19034,,SUTURA ACIDO POLIGLICOLICO 2/0 C/A 1/2 CIRCULO REDONDA 35 mm X 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350429,C,2019-08-16,,0,b'\x00'
19035,,SUTURA SEDA NEGRA TRENZADA MULTIEMPAQUE 2/0 S/A 8 mm X 50 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,DM0237N,0.0,0.0,0.0,X,,,,,,495700580445,C,2019-08-16,,0,b'\x00'
19037,,SUTURA NYLON AZUL MONOFILAMENTO 0 C/A 1/2 CIRCULO REDONDA 35 mm X 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701360160,C,2019-08-16,,0,b'\x00'
19039,,BOLSA DE ASPIRACION DE SECRESIONES X 3 L,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701430033,C,2019-08-16,,0,b'\x00'
19057,,SUTURA CATGUT CROMICO 4/0 C/A 3/8 CIRCULO CORTANTE 20 mm x 70 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700570344,C,2019-08-16,,0,b'\x00'
19060,,SUTURA ACIDO POLIGLICOLICO 0 C/A 1/2 CIRCULO REDONDA  25 mm x 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350375,C,2019-08-16,,0,b'\x00'
19067,,DIMETIL SULFOXIDO,100 mL,,I,_,SOLUCI,S,1,,,,,_,_,_,1,,180.0,202.5,225.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,351000020490,C,2022-08-12,,0,b'\x00'
19073,,ISONIAZIDA,50 g,,I,_,SOLUCI,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,SIN/REG,0.0,0.0,0.0,X,,,,,,358600010768,C,2019-08-16,,0,b'\x00'
19080,,NITRATO DE SODIO,1 kg,,I,_,SOLUCI,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,351000022861,C,2019-08-16,,0,b'\x00'
19083,,N ACETIL - L - CISTEINA,25 g,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,351000023363,C,2019-08-16,,0,b'\x00'
19092,,SUTURA ACIDO POLIGLICOLICO 1 C/A 1/2 CIRCULO REDONDA 30 mm x 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350355,C,2019-08-16,,0,b'\x00'
19093,,SUTURA ACIDO POLIGLICOLICO 1 C/A 1/2 CIRCULO REDONDA 35 mm x 70 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350069,C,2019-08-16,,0,b'\x00'
19094,,SUTURA ACIDO POLIGLICOLICO 1 C/A 1/2 CIRCULO REDONDA 40 mm x 70 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350018,C,2019-08-16,,0,b'\x00'
19096,,SUTURA ACIDO POLIGLICOLICO 2/0 C/A 1/2 CIRCULO REDONDA 25 mm X 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350481,C,2019-08-16,,0,b'\x00'
19097,,SUTURA ACIDO POLIGLICOLICO 2/0 C/A 1/2 CIRCULO REDONDA 30 mm X 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350388,C,2019-08-16,,0,b'\x00'
19098,,SUTURA ACIDO POLIGLICOLICO 3/0 C/A 3/8 CIRCULO REDONDA  20 mm x 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350490,C,2019-08-16,,0,b'\x00'
19100,,SUTURA ACIDO POLIGLICOLICO 4/0 C/A 3/8 CIRCULO REDONDA  30 mm x 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350534,C,2019-08-16,,0,b'\x00'
19107,,SUTURA NYLON AZUL MONOFILAMENTO 2/0 C/A 1/2 CIRCULO REDONDA 30 mm x 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701360249,C,2019-08-16,,0,b'\x00'
19125,,SUTURA ACIDO POLIGLICOLICO 3/0 C/A 1/2 CIRCULO REDONDA  20 mm x 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,DM0240N,0.0,0.0,0.0,X,,,,,,495701350386,C,2019-08-16,,0,b'\x00'
19126,,SUTURA ACIDO POLIGLICOLICO 3/0 C/A 1/2 CIRCULO REDONDA  25 mm x 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350482,C,2019-08-16,,0,b'\x00'
19130,,DICLORHIDRATO DE N (1 - NAFTIL) ETILENDIAMINA,25 g,,I,_,SOLUCI,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,351000020767,C,2019-08-16,,0,b'\x00'
19152,,SOLUCION SALINA BALANCEADA,500 mL,,M,_,SOLUCI,_,,,,,,_,_,_,1,,29.32,32.985,36.65,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,584400430027,C,2022-12-01,,0,b'\x00'
19166,,GELATINA SUCCINALADA,500 mL,4 g/100 mL,M,P,INYECT,_,1,,,,,_,_,_,1,,38.0,42.75,47.5,,0,0,0,1,N,2022-06-14 15:07:33.999000,EE-08093,0.0,0.0,0.0,S,,,,,,582900060004,C,2021-01-22,,0,b'\x00'
19180,,CUCHILLETE 3.2 mm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,,C,2019-08-16,,0,b'\x00'
19188,,PLACA DCP PEQUE¥OS FRAGMENTOS DE 8 AGUJEROS X 3.5 mm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,496900220484,C,2019-08-16,,0,b'\x00'
19199,,VACUNA CONTRA LA INFLUENZA HSUR - ADULTO,1 DOSIS,,M,_,INYECT,E,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,584300230004,C,2019-08-16,,0,b'\x00'
19224,,PRUEBA RAPIDA PARA VIH,25 DET,,I,_,KIT,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,358600091546,C,2019-08-16,,0,b'\x00'
19226,,SUTURA SEDA NEGRA TRENZADA 3/0 C/A 3/8 CIRCULO CORTANTE 15 mm X 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700580217,C,2019-08-16,,0,b'\x00'
19227,,SUTURA ACIDO POLIGLICOLICO 3/0 C/A 3/8 CIRCULO CORTANTE  20 mm x 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350529,C,2019-08-16,,0,b'\x00'
19230,,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 3/8 CIRCULO CORTANTE 25 mm x 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700580425,C,2019-08-16,,0,b'\x00'
19231,,SUTURA SEDA NEGRA TRENZADA 2/0 C/A 3/8 CIRCULO CORTANTE 30 mm x 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,2.296,2.583,2.87,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700580426,C,2019-09-01,,0,b'\x00'
19232,,SUTURA SEDA NEGRA TRENZADA 3/0 C/A 3/8 CIRCULO CORTANTE 25 mm X 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,1,495700580225,C,2019-08-16,,0,b'\x00'
19234,,SUTURA SEDA NEGRA TRENZADA 6/0 C/A 3/8 CIRCULO CORTANTE 15 mm X 75 cm,,,I,_,UNIDAD,S,1,,,,,_,_,_,1,,2.3,2.588,2.85,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700580190,C,2019-08-16,,0,b'\x00'
19238,,HIERRO (COMO SACARATO),5 mL,20 mg Fe/mL,M,P,INYECT,_,1,,,,,_,_,_,1,,2.4,2.7,3.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,582800010003,C,2019-09-01,,0,b'\x00'
19239,,BUPIVACAINA CLORHIDRATO + DEXTROSA,4 mL,20 mg + 320 mg,M,P,INYECT,_,1,,,,,_,_,_,1,,11.0,12.375,13.75,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,580100200016,C,2020-05-01,,0,b'\x00'
19241,,APOSITO DE ALGINATO DE CALCIO 10 cm X 10 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701410022,C,2019-08-16,,0,b'\x00'
19274,,"AGAR MIO (MOVILIDAD, INDOL Y ORNITINA)",500 g,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,358600100524,C,2019-08-16,,0,b'\x00'
19275,,AGAR MAC CONKEY II CON SORBITOL,500 g,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,358600100057,C,2019-08-16,,0,b'\x00'
19276,,AGAR UREA DE CHRISTENSEN SIN ADITIVO,500 g,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,358600100586,C,2019-08-16,,0,b'\x00'
19286,,DISCO DE DIFERENCIACION OPTOCHIN,50 DISCOS,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,358600010678,C,2019-08-16,,0,b'\x00'
19288,,DISCO DE SENSIBILIDAD DE CEFADROXILO,50 DISCOS,10 æg,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,358600010545,C,2019-08-16,,0,b'\x00'
19293,,DISCO DE SENSIBILIDAD DE NOVOBIOCINA,50 DISCOS,5 ug,I,_,UNIDAD,S,1,,,,,_,_,_,1,,12.0,13.5,15.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,358600010092,C,2022-09-28,,0,b'\x00'
19300,,VACUNA ANTIRRABICA HUMANA CEREBRO RATON LACTANTE,17 DOSIS,,M,_,INYECT,E,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,584300180004,C,2019-08-16,,0,b'\x00'
19307,,SUERO CONTROL PATOLOGICO,5 mL,,I,_,SOLUCI,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,S,,,,,,358600170158,C,2019-08-16,,0,b'\x00'
19308,,SUERO CONTROL NORMAL,5 mL,,I,_,SOLUCI,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,358600170155,C,2019-08-16,,0,b'\x00'
19324,,APOSITO TRANSPARENTE ADHESIVO 4.4 cm x 4.4 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701410103,C,2019-08-16,,0,b'\x00'
19332,,CAMPO DESCARTABLE DENTAL,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,61.6,69.3,77.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,S/R.0000000,0.0,0.0,0.0,X,,,,,1,492900120872,C,2020-05-01,,0,b'\x00'
19335,,MODELINA DE BAJA FUSION PARA IMPRESION (USO DENTAL) X 12,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,33.0,37.125,41.25,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,492900120792,C,2020-03-16,,0,b'\x00'
19354,,FILTRO ARTERIAL PARA CIRCULACION EXTRACORPOREA,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,493700190120,C,2019-08-16,,0,b'\x00'
19355,,EQUIPO HEMOCONCENTRADOR ADULTO,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,,C,2019-08-16,,0,b'\x00'
19362,,MANDIL QUIRURGICO ESTERIL DESCARTABLE TALLA L,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,9.8,11.025,12.25,,0,0,0,1,N,2022-06-14 15:07:33.999000,,9.8,11.025,12.25,X,,,,,,495500011437,C,2020-04-07,,0,b'\x00'
19378,,GLUTARALDEHIDO,20 mL,10.5 %,I,_,SOLUCI,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495700340068,C,2019-08-16,,0,b'\x00'
19380,,SUTURA ACIDO POLIGLICOLICO 3/0 C/A 3/8 CIRCULO CORTANTE  30 mm x 70 cm,,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,495701350450,C,2019-08-16,,0,b'\x00'
19383,,ACRILICO AUTOCURABLE POLIMERO ROSADO,1 L,,I,_,SOLUCI,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,492900020036,C,2019-08-16,,0,b'\x00'
19392,,PLASMA COAGULASA DE CONEJO CON EDTA,3 mL,,I,_,UNIDAD,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,351000023565,C,2019-08-16,,0,b'\x00'
19398,,PRUEBA RAPIDA PARA DIAGNOSTICO DE SIFILIS (RPR),500 DET,,I,_,KIT,_,1,,,,,_,_,_,1,,0.0,0.0,0.0,,0,0,0,1,N,2022-06-14 15:07:33.999000,,0.0,0.0,0.0,X,,,,,,358600091973,C,2019-08-16,,0,b'\x00'
